"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","QE01_01","QE01_02","QE01_03","QE01_04","QE01_05","QE01_06","QE01_07","SD01","SD02_01","SD03","SD03_09","TC01_01","TC01_02","TC02_01","TC02_02","KV01_01","KV01_02","KV01_03","KV01_04","KV01_05","KV01_06","KV01_07","KV02_01","KV02_02","KV02_03","KV02_04","KV03_01","KV03_02","KV03_03","KV03_04","GR01_CP","GR01","GR02_01","GR02_02","GR02_03","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
"162",346,"O8CM7K",NA,"base","interview","2018-10-08 11:02:00",5,4,4,7,4,5,5,1,31,8,"",4,5,4,5,7,2,7,6,5,5,6,1,1,2,1,NA,NA,NA,NA,14,1,1,1,1,20,47,33,38,130,46,28,1271,61,23,480,NA,"2018-10-08 11:30:17",1,0,10,10,0,0,0.73,0
"163",347,"25JRW2",NA,"base","interview","2018-10-08 11:02:21",5,6,5,4,3,5,6,2,65,8,"",3,NA,NA,NA,3,6,7,7,6,7,7,3,1,4,1,NA,4,5,2,14,5,1,0,0,3,51,36,NA,59,48,12,47,21,15,292,NA,"2018-10-08 11:07:14",1,0,10,10,0,0,1.48,30
"164",348,"FAE3T6",NA,"base","interview","2018-10-08 11:03:07",6,4,5,5,6,7,5,2,29,8,"",3,5,5,5,3,3,6,2,6,3,7,2,2,2,2,5,4,5,4,14,1,1,1,1,3,32,19,18,9,34,22,37,14,11,199,NA,"2018-10-08 11:06:26",1,0,10,10,0,0,1.78,82
"165",349,"9TQ7V4",NA,"base","interview","2018-10-08 11:03:53",5,3,4,6,4,4,5,2,30,8,"",4,4,4,4,2,5,6,5,6,6,6,5,3,4,3,NA,NA,NA,NA,14,1,1,1,1,9,54,26,55,117,57,39,50,30,18,455,NA,"2018-10-08 11:11:28",1,0,10,10,0,0,0.9,2
"166",350,"PMMTQY",NA,"base","interview","2018-10-08 11:04:02",3,5,3,6,3,5,5,2,53,8,"",4,3,4,4,7,7,7,7,7,6,7,3,4,3,2,NA,NA,NA,NA,14,1,1,1,1,14,52,41,32,137,43,44,67,19,23,472,NA,"2018-10-08 11:11:54",1,0,10,10,0,0,0.85,1
"167",351,"H51RII",NA,"base","interview","2018-10-08 11:04:43",4,4,4,6,5,5,5,NA,66,6,"",4,NA,NA,NA,7,6,7,5,6,4,7,1,1,1,1,NA,NA,NA,NA,14,5,1,0,0,17,25,14,NA,24,45,19,56,36,12,248,NA,"2018-10-08 11:08:51",1,0,10,10,0,0,1.46,37
"168",352,"F8WK43",NA,"base","interview","2018-10-08 11:05:13",7,4,6,7,7,7,7,2,30,8,"",4,NA,NA,NA,7,4,7,5,4,3,7,1,3,2,2,NA,NA,NA,NA,14,5,1,0,0,24,64,488,NA,195,66,11,109,18,4,522,NA,"2018-10-08 11:21:32",1,0,10,10,0,0,1.09,27
"169",355,"FANOYG",NA,"base","interview","2018-10-08 11:07:23",5,2,4,7,3,6,6,2,24,6,"",4,5,4,4,6,3,7,2,1,4,6,3,5,3,2,NA,NA,NA,NA,15,6,2,1,1,8,30,13,24,108,31,21,41,10,10,296,NA,"2018-10-08 11:12:19",1,0,10,10,0,0,1.54,27
"170",356,"3LWRJ2",NA,"base","interview","2018-10-08 11:07:40",6,6,5,7,6,7,6,1,51,8,"",4,4,1,1,6,6,7,6,7,2,6,6,6,6,6,NA,NA,NA,NA,15,7,2,1,-1,17,54,62,38,745,65,250,95,20,5,501,NA,"2018-10-08 11:30:11",1,0,10,10,0,0,0.83,11
"171",357,"Y2V82Y",NA,"base","interview","2018-10-08 11:09:56",5,2,4,7,2,7,7,2,27,7,"",4,4,4,1,6,4,3,4,6,3,7,2,4,2,1,6,5,5,NA,15,4,1,-1,-1,19,73,54,38,160,92,38,69,20,12,575,NA,"2018-10-08 11:19:32",1,0,10,10,0,0,0.77,2
"172",358,"BU8L16",NA,"base","interview","2018-10-08 11:11:00",3,4,3,4,3,4,6,2,63,8,"",3,3,4,1,6,6,6,6,3,3,5,1,1,1,1,NA,NA,NA,NA,15,4,1,-1,-1,4,39,22,32,112,24,31,67,15,4,350,NA,"2018-10-08 11:16:50",1,0,10,10,0,0,1.53,33
"173",359,"6O1N2J",NA,"base","interview","2018-10-08 11:11:49",3,6,5,6,6,5,4,1,25,7,"",3,4,4,1,6,6,6,3,2,4,6,1,1,1,1,6,6,6,4,15,4,1,-1,-1,7,46,29,28,96,78,37,77,41,5,444,NA,"2018-10-08 11:19:13",1,0,10,10,0,0,1.15,16
"174",360,"CFGH07",NA,"base","interview","2018-10-08 11:12:06",2,2,2,7,1,3,6,1,31,4,"",4,5,4,1,6,6,7,6,5,6,7,1,3,1,1,NA,NA,NA,NA,15,9,2,-1,-1,28,28,22,28,144,43,56,126,15,14,504,NA,"2018-10-08 11:20:30",1,0,10,10,0,0,0.98,8
"175",361,"HECZXG",NA,"base","interview","2018-10-08 11:13:58",6,6,5,5,6,5,6,2,46,8,"",4,1,3,3,4,4,5,5,4,2,4,4,4,4,3,NA,NA,NA,NA,15,7,2,1,-1,7,23,13,110,24,31,22,42,10,3,285,NA,"2018-10-08 11:18:43",1,0,10,10,0,0,1.83,66
"176",362,"FH1M0E",NA,"base","interview","2018-10-08 11:13:59",6,6,6,6,6,6,6,2,25,7,"",5,5,2,1,5,5,6,5,4,5,5,2,3,3,2,NA,NA,NA,NA,15,7,2,1,-1,5,24,11,108,224,26,26,51,13,13,501,NA,"2018-10-08 11:22:20",1,0,10,10,0,0,1.44,28
"177",363,"SKYSC4",NA,"base","interview","2018-10-08 11:15:03",5,3,3,5,3,5,5,1,21,7,"",4,3,4,1,7,6,7,5,6,5,7,2,1,3,3,NA,NA,NA,NA,15,7,2,1,-1,3,67,40,48,225,98,54,137,22,34,728,NA,"2018-10-08 11:27:11",1,0,10,10,0,0,0.84,13
"178",366,"W79CH8",NA,"base","interview","2018-10-08 11:16:02",6,7,4,7,4,5,7,1,37,8,"",4,4,5,1,1,7,7,7,5,5,6,3,5,3,3,NA,NA,NA,NA,15,7,2,1,-1,6,38,34,40,173,41,39,43,13,5,432,NA,"2018-10-08 11:23:14",1,0,10,10,0,0,1.31,21
"179",367,"UJ1D0Y",NA,"base","interview","2018-10-08 11:16:17",7,7,5,7,7,7,7,1,28,8,"",4,5,5,1,7,7,7,7,7,4,7,4,3,3,2,NA,NA,NA,NA,15,9,2,-1,-1,194,28,16,18,91,26,22,33,8,3,256,NA,"2018-10-08 11:23:36",1,0,10,10,0,0,1.69,51
"180",368,"3T4895",NA,"base","interview","2018-10-08 11:17:32",6,4,4,6,5,4,4,1,52,4,"",4,NA,NA,NA,6,6,7,7,7,7,6,5,4,3,4,NA,NA,NA,NA,15,10,2,0,0,8,76,42,NA,221,67,15,77,17,12,535,NA,"2018-10-08 11:26:27",1,0,10,10,0,0,1.01,10
"181",369,"5ZQBWO",NA,"base","interview","2018-10-08 11:17:39",1,4,2,7,2,2,4,2,52,8,"",4,4,3,3,7,7,2,7,2,6,7,4,7,7,4,NA,NA,NA,NA,15,9,2,-1,-1,6,54,86,12,129,57,43,72,14,26,499,NA,"2018-10-08 11:25:58",1,0,10,10,0,0,1.08,14
"182",370,"LQ8TWK",NA,"base","interview","2018-10-08 11:18:46",2,6,2,6,4,7,7,1,36,8,"",4,2,4,1,7,7,7,5,2,4,5,4,3,4,3,NA,NA,NA,NA,15,9,2,-1,-1,16,46,17,17,142,59,42,50,22,220,427,NA,"2018-10-08 11:29:17",1,0,10,10,0,0,0.97,9
"183",371,"3LPD3N",NA,"base","interview","2018-10-08 11:20:03",4,3,3,5,4,3,3,1,23,8,"",4,NA,NA,NA,4,5,5,3,3,5,4,1,1,1,1,6,6,6,6,15,10,2,0,0,15,169,103,NA,162,23,4,47,16,22,561,NA,"2018-10-08 11:29:24",1,0,10,10,0,0,1.13,44
"184",372,"ZZI5WU",NA,"base","interview","2018-10-08 11:20:19",3,6,3,7,4,5,4,1,26,8,"",4,4,5,1,7,5,7,6,7,5,7,4,4,5,5,NA,NA,NA,NA,15,9,2,-1,-1,29,55,40,23,149,898,33,50,46,51,523,NA,"2018-10-08 11:43:13",1,0,10,10,0,0,0.69,2
"185",373,"N8R5IM",NA,"base","interview","2018-10-08 11:20:23",4,6,6,5,6,6,6,2,61,9,"Promotion",3,3,2,2,7,7,7,7,7,7,7,1,2,5,4,NA,NA,NA,NA,15,9,2,-1,-1,6,52,31,7,12,82,31,64,24,24,333,NA,"2018-10-08 11:25:56",1,0,10,10,0,0,1.36,64
"186",375,"X6GOR1",NA,"base","interview","2018-10-08 11:23:05",6,6,5,7,4,5,6,1,34,8,"",3,NA,NA,NA,4,4,2,6,5,3,5,5,5,5,6,NA,NA,NA,NA,15,10,2,0,0,3,20,20,NA,80,20,7,39,14,8,211,NA,"2018-10-08 11:26:36",1,0,10,10,0,0,2.04,63
"187",376,"5LIC71",NA,"base","interview","2018-10-08 11:23:29",6,6,6,7,7,6,7,2,63,8,"",4,NA,NA,NA,2,6,6,6,4,6,4,2,3,3,2,6,6,6,6,15,10,2,0,0,39,76,49,NA,170,57,20,81,40,27,559,NA,"2018-10-08 11:32:48",1,0,10,10,0,0,0.69,3
"188",378,"OU9YX8",NA,"base","interview","2018-10-08 11:25:52",6,5,5,6,4,5,5,1,28,8,"",3,NA,NA,NA,5,5,5,5,5,4,6,2,2,2,2,NA,NA,NA,NA,15,10,2,0,0,32,16,15,NA,906,38,4,27,12,12,271,NA,"2018-10-08 11:43:34",1,0,10,10,0,0,1.61,64
"189",379,"C1TOWM",NA,"base","interview","2018-10-08 11:26:19",6,7,7,7,6,7,4,1,48,3,"",5,NA,NA,NA,4,5,7,4,6,5,6,4,4,5,3,5,6,6,4,15,10,2,0,0,5,17,16,NA,42,33,6,44,12,20,195,NA,"2018-10-08 11:29:34",1,0,10,10,0,0,1.95,60
"190",380,"DDUOPF",NA,"base","interview","2018-10-08 11:28:14",7,6,6,7,6,5,6,1,37,8,"",4,2,3,4,6,5,6,6,3,2,6,3,4,3,3,6,6,5,6,16,6,2,1,1,6,259,30,47,157,38,40,54,17,18,451,NA,"2018-10-08 11:39:20",1,0,10,10,0,0,0.95,6
"191",382,"ITHPZ6",NA,"base","interview","2018-10-08 11:29:08",5,7,4,6,3,6,6,1,29,8,"",4,3,3,5,7,7,7,6,6,5,7,1,1,2,2,NA,NA,NA,NA,16,6,2,1,1,21,51,20,36,144,53,41,41,10,2,419,NA,"2018-10-08 11:36:07",1,0,10,10,0,0,1.25,44
"192",383,"887D00",NA,"base","interview","2018-10-08 11:31:28",6,5,5,7,5,7,7,2,29,8,"",3,1,2,2,6,5,7,7,6,4,7,3,2,1,4,6,5,6,NA,16,6,2,1,1,14,41,30,37,103,37,25,44,19,11,361,NA,"2018-10-08 11:37:29",1,0,10,10,0,0,1.11,7
"193",386,"HCAY7S",NA,"base","interview","2018-10-08 11:35:45",6,7,6,7,7,7,7,2,20,7,"",4,1,3,3,3,3,6,4,7,5,4,5,6,4,5,NA,NA,NA,NA,16,6,2,1,1,6,64,41,23,70,55,70,63,118,12,424,NA,"2018-10-08 11:44:27",1,0,10,10,0,0,0.99,11
"194",388,"3MIAJR",NA,"base","interview","2018-10-08 11:41:34",6,6,4,5,5,6,4,1,59,7,"",3,NA,NA,NA,6,5,7,6,4,6,5,3,6,6,5,NA,NA,NA,NA,18,5,1,0,0,9,34,30,NA,93,45,11,62,15,24,323,NA,"2018-10-08 11:46:57",1,0,10,10,0,0,1.27,16
"195",390,"TWOV0T",NA,"base","interview","2018-10-08 11:46:08",7,7,5,7,5,6,5,2,4,8,"",5,5,5,5,7,1,7,7,7,7,7,1,1,1,1,NA,NA,NA,NA,18,2,1,1,-1,3,28,14,18,11,22,21,39,30,24,210,NA,"2018-10-08 11:49:38",1,0,10,10,0,0,1.78,83
"196",391,"DJ4WNK",NA,"base","interview","2018-10-08 11:46:50",2,3,2,7,4,4,5,2,40,8,"",1,2,1,1,5,1,1,1,1,4,1,1,1,1,1,NA,NA,NA,NA,18,4,1,-1,-1,12,16,13,16,20,35,29,29,11,3,184,NA,"2018-10-08 11:49:54",1,0,10,10,0,0,2,76
"197",393,"JNIUMA",NA,"base","interview","2018-10-08 11:52:37",5,4,5,6,5,6,6,2,59,8,"",4,4,4,4,6,6,6,6,5,4,5,2,2,2,2,4,5,5,4,18,1,1,1,1,5,27,26,27,52,32,35,48,20,3,275,NA,"2018-10-08 11:57:12",1,0,10,10,0,0,1.58,42
"198",394,"903QNR",NA,"base","interview","2018-10-08 11:53:46",6,5,6,5,6,6,6,2,64,7,"",3,1,3,4,6,6,6,3,4,3,5,1,2,1,2,4,4,6,NA,18,1,1,1,1,8,45,40,45,88,60,39,67,25,34,451,NA,"2018-10-08 12:01:17",1,0,10,10,0,0,0.88,3
"199",395,"BZ0EIE",NA,"base","interview","2018-10-08 11:53:51",6,3,6,6,6,6,4,2,77,7,"",3,3,4,4,6,6,7,7,6,6,6,3,3,2,3,NA,NA,NA,NA,18,1,1,1,1,16,108,42,66,182,70,48,110,26,8,676,NA,"2018-10-08 12:05:07",1,0,10,10,0,0,0.75,5
"200",398,"O2M56Y",NA,"base","interview","2018-10-08 11:56:39",7,5,6,7,7,7,7,1,39,8,"",4,4,5,5,7,5,6,5,7,4,7,1,1,1,1,6,6,6,NA,18,1,1,1,1,4,26,64,31,137,44,24,59,16,18,423,NA,"2018-10-08 12:03:42",1,0,10,10,0,0,1.21,15
"201",399,"XFA9XD",NA,"base","interview","2018-10-08 11:59:13",5,4,5,6,5,6,6,2,36,7,"",4,3,4,5,3,4,6,6,5,5,6,4,5,5,3,NA,NA,NA,NA,19,8,2,-1,1,3,24,30,20,76,41,28,32,18,29,301,NA,"2018-10-08 12:04:14",1,0,10,10,0,0,1.45,28
"202",400,"ZQGFKU",NA,"base","interview","2018-10-08 11:59:36",5,2,5,6,5,7,7,1,40,8,"",3,4,5,2,7,6,7,5,6,5,6,1,1,2,3,NA,NA,NA,NA,19,4,1,-1,-1,22,73,29,51,101,68,49,60,14,13,480,NA,"2018-10-08 12:07:37",1,0,10,10,0,0,0.88,4
"203",403,"DN908S",NA,"base","interview","2018-10-08 12:11:50",6,6,7,6,5,7,6,1,65,5,"",4,NA,NA,NA,6,6,7,7,6,6,7,4,2,3,2,NA,NA,NA,NA,19,5,1,0,0,20,47,18,NA,112,34,10,54,19,18,332,NA,"2018-10-08 12:17:22",1,0,10,10,0,0,1.28,18
"204",404,"7D0P12",NA,"base","interview","2018-10-08 12:13:20",5,3,4,5,3,3,6,2,58,8,"",2,NA,NA,NA,6,6,6,5,6,5,6,2,2,2,2,6,6,6,5,19,5,1,0,0,6,29,18,NA,76,43,6,41,14,33,266,NA,"2018-10-08 12:17:46",1,0,10,10,0,0,1.55,41
"205",405,"EROUY9",NA,"base","interview","2018-10-08 12:14:56",6,4,4,4,4,4,4,1,55,7,"",4,4,4,3,7,7,7,7,1,4,4,1,1,1,1,NA,NA,NA,NA,19,2,1,1,-1,16,51,19,36,164,41,42,48,24,37,478,NA,"2018-10-08 12:22:54",1,0,10,10,0,0,0.9,5
"206",406,"M2AJYC",NA,"base","interview","2018-10-08 12:15:45",7,4,6,7,7,7,7,2,55,8,"",4,4,4,2,7,6,6,5,2,4,7,2,4,3,6,NA,NA,NA,NA,19,2,1,1,-1,6,54,34,45,297,40,39,56,13,20,604,NA,"2018-10-08 12:25:49",1,0,10,10,0,0,0.99,8
"207",407,"85BF3Q",NA,"base","interview","2018-10-08 12:17:10",3,3,5,6,6,5,7,1,25,8,"",3,NA,NA,NA,7,7,7,7,7,6,7,1,1,2,3,NA,NA,6,NA,19,5,1,0,0,5,41,30,NA,30,43,8,35,19,12,223,NA,"2018-10-08 12:20:53",1,0,10,10,0,0,1.7,44
"208",408,"93WGYU",NA,"base","interview","2018-10-08 12:17:11",3,1,1,2,2,2,2,2,26,8,"",4,NA,NA,NA,4,4,6,5,5,4,4,3,4,5,4,4,3,6,4,19,5,1,0,0,20,15,6,NA,8,11,44,14,56,20,194,NA,"2018-10-08 12:20:25",1,0,10,10,0,0,1.92,123
"209",410,"U0SDA9",NA,"base","interview","2018-10-08 12:19:09",6,5,5,7,4,6,4,1,32,7,"",4,5,1,1,6,6,7,6,7,4,6,5,5,6,4,NA,NA,NA,NA,19,2,1,1,-1,6,36,56,24,44,56,30,46,31,22,351,NA,"2018-10-08 12:25:00",1,0,10,10,0,0,1.19,16
"210",411,"0MHLFF",NA,"base","interview","2018-10-08 12:25:10",5,4,4,5,4,7,5,1,38,8,"",4,5,4,5,4,4,7,4,6,4,4,2,1,2,1,NA,NA,NA,NA,20,8,2,-1,1,211,913,12,14,399,360,26,429,6,8,621,NA,"2018-10-08 13:04:48",1,0,10,10,0,0,1.16,31
"211",412,"JCBV4Q",NA,"base","interview","2018-10-08 12:26:15",4,4,1,7,1,3,4,2,31,7,"",5,5,5,5,6,6,6,6,5,5,6,3,6,5,6,NA,NA,NA,NA,20,8,2,-1,1,5,31,30,51,218,58,49,65,14,15,536,NA,"2018-10-08 12:35:12",1,0,10,10,0,0,1.05,11
"212",413,"5WFHPM",NA,"base","interview","2018-10-08 12:27:51",6,4,6,5,6,7,5,1,29,8,"",4,5,5,5,7,6,7,5,6,4,6,1,1,1,1,NA,NA,NA,NA,20,3,1,-1,1,5,30,37,29,169,54,29,60,17,20,450,NA,"2018-10-08 12:35:21",1,0,10,10,0,0,1.1,10
"213",414,"WPT84Y",NA,"base","interview","2018-10-08 12:28:07",5,4,4,3,3,5,4,1,57,7,"",3,3,4,3,5,5,6,6,6,5,6,6,5,6,4,NA,NA,NA,NA,20,3,1,-1,1,4,15316,26,34,88,53,32,67,30,25,403,NA,"2018-10-08 16:49:22",1,0,10,10,0,0,1.01,11
"214",415,"EUT9L4",NA,"base","interview","2018-10-08 12:28:15",6,5,5,6,5,6,4,2,26,8,"",1,5,3,5,7,7,7,7,7,5,7,1,1,1,1,7,6,7,NA,20,3,1,-1,1,47,38,23,42,11,49,30,77,16,13,346,NA,"2018-10-08 12:34:01",1,0,10,10,0,0,1.16,52
"215",416,"RT4CKI",NA,"base","interview","2018-10-08 12:35:18",5,4,2,5,2,5,4,1,25,7,"",4,5,5,1,6,6,7,4,4,6,6,1,1,1,1,NA,NA,NA,NA,20,4,1,-1,-1,23,47,24,24,146,48,27,37,19,8,403,NA,"2018-10-08 12:42:01",1,0,10,10,0,0,1.14,11
"216",417,"WI8K1C",NA,"base","interview","2018-10-08 12:36:29",5,3,3,6,5,6,5,1,21,7,"",4,4,5,1,5,5,7,6,7,6,6,1,2,2,2,NA,NA,NA,NA,20,7,2,1,-1,18,108,54,74,493,140,86,154,60,57,1244,NA,"2018-10-08 12:57:13",1,0,10,10,0,0,0.39,0
"217",418,"DMP5FU",NA,"base","interview","2018-10-08 12:38:21",3,6,3,6,4,6,2,1,26,7,"",4,2,4,3,6,4,6,3,3,5,2,4,6,3,7,3,5,6,4,20,4,1,-1,-1,5,14,7,11,7,9,7,8,16,17,101,NA,"2018-10-08 12:40:02",1,0,10,10,0,0,2.52,160
"218",419,"ZHUPDR",NA,"base","interview","2018-10-08 12:39:09",4,4,4,4,4,1,4,2,66,7,"",2,3,3,3,6,7,7,7,7,7,7,2,1,1,1,NA,NA,NA,NA,20,4,1,-1,-1,6,41,71,17,431,61,80,89,19,30,845,NA,"2018-10-08 12:53:14",1,0,10,10,0,0,0.88,9
"219",420,"R6K155",NA,"base","interview","2018-10-08 12:39:38",6,3,4,7,5,7,7,2,50,7,"",4,4,5,1,7,7,7,7,5,7,5,2,1,2,1,NA,NA,NA,NA,20,4,1,-1,-1,12,33,28,41,98,52,29,63,30,7,393,NA,"2018-10-08 12:46:11",1,0,10,10,0,0,1.1,10
"220",421,"F5GG2L",NA,"base","interview","2018-10-08 12:41:35",3,5,3,7,4,6,2,1,27,8,"",3,3,4,1,6,5,5,5,5,4,6,3,1,3,2,NA,NA,NA,NA,20,7,2,1,-1,8,32,34,23,89,42,26,42,13,19,328,NA,"2018-10-08 12:47:03",1,0,10,10,0,0,1.22,12
"221",422,"8XFBNI",NA,"base","interview","2018-10-08 12:42:30",4,6,5,7,5,6,5,1,29,8,"",4,1,1,1,5,6,7,5,4,3,6,3,3,6,2,6,6,6,NA,20,7,2,1,-1,8,50,32,38,148,60,69,71,16,27,519,NA,"2018-10-08 12:51:09",1,0,10,10,0,0,0.86,3
"222",425,"EN0HAB",NA,"base","interview","2018-10-08 12:47:11",4,5,4,6,5,3,5,1,26,7,"",2,4,4,4,5,6,7,7,6,5,7,1,1,1,1,6,6,6,5,21,6,2,1,1,23,40,33,31,141,58,50,53,15,3,447,NA,"2018-10-08 12:54:38",1,0,10,10,0,0,1.11,24
"223",431,"GX6L0M",NA,"base","interview","2018-10-08 12:58:42",6,2,6,7,7,7,4,2,77,8,"",4,NA,NA,NA,7,7,7,7,1,7,7,5,4,4,5,NA,NA,NA,NA,21,10,2,0,0,25,81,54,NA,210,65,25,92,63,44,659,NA,"2018-10-08 13:09:41",1,0,10,10,0,0,0.59,1
"224",433,"EL3SFW",NA,"base","interview","2018-10-08 13:00:15",3,4,3,4,3,4,4,1,37,7,"",3,2,4,2,6,6,7,6,6,4,7,2,3,2,2,5,5,5,NA,21,9,2,-1,-1,2,22,11,18,66,20,16,26,6,152,203,NA,"2018-10-08 13:05:54",1,0,10,10,0,0,2.07,72
"225",434,"GD9X8C",NA,"base","interview","2018-10-08 13:03:52",2,5,3,7,5,5,6,2,35,8,"",3,4,4,1,7,7,7,7,5,5,7,2,2,2,2,NA,NA,NA,NA,21,9,2,-1,-1,3,27,13,37,48,45,26,48,18,20,285,NA,"2018-10-08 13:08:37",1,0,10,10,0,0,1.55,33
"226",435,"0FELAJ",NA,"base","interview","2018-10-08 13:05:11",6,3,5,7,6,6,4,1,21,7,"",4,NA,NA,NA,5,3,6,6,3,2,6,2,1,2,1,NA,NA,NA,NA,21,10,2,0,0,6,53,39,NA,132,50,12,53,22,20,387,NA,"2018-10-08 13:11:38",1,0,10,10,0,0,1.17,13
"227",436,"KJWFY4",NA,"base","interview","2018-10-08 13:06:30",4,3,4,7,4,5,6,1,23,8,"",3,NA,NA,NA,6,5,7,5,5,6,6,2,2,1,1,NA,NA,NA,NA,21,10,2,0,0,5,18,11,NA,155,40,8,50,23,14,324,NA,"2018-10-08 13:11:54",1,0,10,10,0,0,1.72,42
"228",437,"PKO32L",NA,"base","interview","2018-10-08 13:06:49",6,5,5,5,3,6,6,2,54,8,"",4,NA,NA,NA,7,1,7,6,2,4,7,6,5,5,5,6,6,6,5,21,10,2,0,0,3,18,24,NA,82,27,4,122,13,26,319,NA,"2018-10-08 13:12:08",1,0,10,10,0,0,1.72,70
"229",438,"42TZNN",NA,"base","interview","2018-10-08 13:08:56",7,6,5,6,6,6,6,1,61,9,"Diplomabschluss ",3,NA,NA,NA,6,6,6,6,5,4,4,1,1,1,1,4,4,4,4,21,10,2,0,0,23,52,36,NA,124,44,14,49,51,15,408,NA,"2018-10-08 13:15:44",1,0,10,10,0,0,0.99,8
"230",439,"YM82GR",NA,"base","interview","2018-10-08 13:09:28",6,4,2,7,6,6,7,1,28,7,"",1,NA,NA,NA,7,5,7,6,5,7,7,6,6,6,7,5,6,6,4,21,10,2,0,0,14,50,55,NA,196,433,8,60,21,12,463,NA,"2018-10-08 13:23:37",1,0,10,10,0,0,1.01,17
"231",440,"0T7TJ7",NA,"base","interview","2018-10-08 13:10:32",4,4,5,5,4,7,7,1,26,8,"",5,5,4,1,2,6,7,7,4,4,3,1,1,1,1,6,6,6,4,22,2,1,1,-1,6,58,39,23,171,77,63,76,25,23,561,NA,"2018-10-08 13:19:53",1,0,10,10,0,0,0.87,6
"232",441,"YKWB7W",NA,"base","interview","2018-10-08 13:12:53",4,3,3,7,6,5,6,2,29,8,"",4,4,3,5,7,7,7,7,6,6,7,4,4,4,5,5,5,5,3,22,1,1,1,1,95,37,20,85,100,63,55,37,10,10,428,NA,"2018-10-08 13:21:25",1,0,10,10,0,0,1.07,15
"233",446,"17Z0Q5",NA,"base","interview","2018-10-08 13:20:01",7,7,7,7,7,7,7,2,63,4,"",1,5,5,5,4,4,4,4,4,4,4,1,1,1,1,NA,NA,NA,NA,22,3,1,-1,1,3,35,14,28,11,28,21,28,12,2,182,NA,"2018-10-08 13:23:03",1,0,10,10,0,0,2.03,117
"234",447,"1IC2F8",NA,"base","interview","2018-10-08 13:20:42",6,6,4,6,6,5,6,2,48,8,"",4,4,5,5,7,2,7,4,4,2,5,2,3,2,2,NA,NA,NA,NA,22,6,2,1,1,68,41,21,23,109,31,21,49,12,14,389,NA,"2018-10-08 13:27:11",1,0,10,10,0,0,1.2,14
"235",448,"VSQIIY",NA,"base","interview","2018-10-08 13:23:13",6,6,6,6,6,6,6,1,47,8,"",3,2,3,3,7,7,7,6,6,6,7,2,2,2,2,NA,NA,NA,NA,22,6,2,1,1,8,43,35,65,18,38,48,87,29,27,398,NA,"2018-10-08 13:29:51",1,0,10,10,0,0,1.05,30
"236",449,"AE30Z1",NA,"base","interview","2018-10-08 13:25:49",6,6,4,6,6,5,6,1,49,7,"",5,4,3,4,2,3,5,3,4,4,4,3,4,2,2,NA,NA,NA,NA,22,6,2,1,1,7,37,43,86,127,54,35,63,20,19,491,NA,"2018-10-08 13:34:00",1,0,10,10,0,0,0.92,4
"237",451,"IUMPNX",NA,"base","interview","2018-10-08 13:29:04",6,4,5,6,2,5,6,1,41,8,"",3,4,4,4,7,7,7,7,3,7,7,4,3,4,2,NA,NA,NA,NA,22,8,2,-1,1,3,228,29,23,221,54,40,51,21,8,678,NA,"2018-10-08 13:40:22",1,0,10,10,0,0,1.18,21
"238",452,"HEHI5B",NA,"base","interview","2018-10-08 13:29:47",6,4,3,5,3,6,6,2,22,8,"",5,5,2,4,6,6,7,7,7,7,7,3,5,4,4,NA,NA,NA,NA,22,8,2,-1,1,3,20,14,22,123,29,21,31,13,10,286,NA,"2018-10-08 13:34:34",1,0,10,10,0,0,1.77,42
"239",453,"633YN6",NA,"base","interview","2018-10-08 13:32:31",6,5,6,6,3,4,6,1,54,8,"",3,4,4,5,7,7,7,7,7,6,6,4,5,5,4,NA,NA,NA,NA,22,8,2,-1,1,9,57,25,16,56,27,20,36,11,17,274,NA,"2018-10-08 13:37:05",1,0,10,10,0,0,1.47,25
"240",456,"M1TSNG",NA,"base","interview","2018-10-08 13:42:47",7,5,5,7,7,7,5,1,35,8,"",5,5,5,5,6,6,7,7,7,7,6,1,2,1,2,7,7,7,4,23,1,1,1,1,17,42,29,21,99,82,197,44,19,22,405,NA,"2018-10-08 13:52:19",1,0,10,10,0,0,0.91,5
"241",457,"7O9445",NA,"base","interview","2018-10-08 13:43:25",3,6,3,3,4,5,4,1,45,7,"",4,4,4,2,6,6,6,6,6,6,6,1,1,1,1,4,4,4,4,23,9,2,-1,-1,5,30,20,19,79,54,32,56,23,14,332,NA,"2018-10-08 13:48:57",1,0,10,10,0,0,1.31,17
"242",460,"1W15S7",NA,"base","interview","2018-10-08 13:46:32",7,4,6,6,6,6,7,NA,18,7,"",3,1,3,3,6,6,7,6,6,4,6,1,1,1,1,NA,NA,NA,NA,23,1,1,1,1,4,62,396,26,165,31,29,40,26,3,417,NA,"2018-10-08 13:59:34",1,0,10,10,0,0,1.31,36
